lemma;tags;noter
rejsner;"SAM;MIL";NA
rem;HÅN;NA
remmesnider;HÅN;NA
remp;"KRO;BES";NA
rende;"VER;SØF";NA
rendebane;SAM;NA
rendespil;HAN;NA
rendesten;"SAM;SØF";NA
rente;BES;NA
rentemester;SAM;NA
rentener;SAM;NA
retfærdighed;"HAN;SAM";NA
retgang;JUR;NA
revir;"VER;SØF";NA
ribalde;SAM;NA
ribbe;"KRO;HÅN";NA
ribbe;HÅN;NA
ridder;"SAM;MIL";NA
ridderskab;"HAN;SAM;MIL";USIKKER
ridelagen;HUS;NA
rim;SPR;NA
rind;GAS;NA
ringeldue;FAU;NA
ris;"FLO;HÅN";NA
ris;FLO;NA
ris;KVA;NA
rist;FAU;NA
ritmester;MIL;NA
rode;"SAM;MIL";NA
rode;"BES;KVA";NA
rodemester;"SAM;MIL";NA
rodset;BEK;NA
roe;FLO;NA
rok;HÅN;NA
rok;BEK;NA
rokke;FAU;NA
rokkel;FAU;NA
roland;SAM;NA
romer;VER;NA
ror;"SØF;HÅN";NA
ros;FAU;NA
rosbåre;BEV;NA
rosennobel;BES;NA
rosin;GAS;NA
rost;HAN;NA
rotlask;HÅN;NA
rotsten;HÅN;NA
rotte;FAU;NA
rottekrudt;FAU;NA
rotværk;BEK;NA
rov;"HAN;BES";NA
rud;HÅN;NA
rude;"RUM;HUS";NA
rude;FLO;NA
ruelse;FØL;NA
ruf;"SØF;HÅN";NA
ruffer;SAM;NA
rufferi;HAN;NA
rufferske;SAM;NA
rug;FLO;USIKKER
rughugger;HÅN;NA
ruldug;HUS;NA
rulle;"HÅN;SAM";NA
rumeni;GAS;NA
rummeldøs;GAS;NA
rumor;HAN;NA
rumpe;KRO;USIKKER
runddel;RUM;NA
rundholt;SØF;USIKKER
ruse;FAU;NA
russer;VER;NA
rust;HAN;NA
rustmester;MIL;NA
rygkræft;KRO;USIKKER
rygte;"SPR;FØL";NA
rylagen;HUS;NA
ryting;MIL;NA
rytter;MIL;NA
rytteri;MIL;NA
ræddike;FLO;NA
ræk;HUS;NA
rækel;"FAU;SAM";NA
rødbrissel;FLO;NA
rødgyder;HÅN;NA
røjer;SØF;NA
røllike;FLO;NA
rørdrum;FAU;NA
røst;MIL;NA
røver;SAM;USIKKER
rådne;VER;NA
rådslag;"KOG;SAM;SPR";USIKKER
sabel;FAU;NA
sadden;BEK;NA
sade;FØL;NA
sadelfad;HUS;NA
sadelmager;HÅN;NA
sagthed;HAN;NA
sagtighed;HAN;NA
sagtmod;FØL;NA
salighed;REL;NA
sallun;HUS;NA
salse;GAS;NA
salsirken;HUS;NA
salve;KRO;NA
salving;REL;NA
samarie;"BEK;REL";NA
samkøb;BES;NA
samvittighed;KOG;NA
sandart;FAU;NA
sanddune;VER;NA
sap;VER;NA
sardug;BEK;NA
sargiant;MIL;NA
sasse;VER;NA
savblok;HÅN;NA
savdæle;HÅN;NA
save;KRO;NA
schartek;SAM;NA
seddel;"BES;SAM";NA
sedfer;FLO;NA
segl;FLO;NA
segl;"SAM;JUR";NA
seglatie;SØF;NA
seglsten;SØF;NA
sejdenskib;SØF;NA
sejdespil;MUS;NA
sejer;TID;NA
sejerstund;TID;NA
sejerværk;HÅN;NA
sejlads;SØF;NA
sejlgarn;SØF;NA
sekkering;HAN;NA
selle;"SAM;HÅN";NA
selskab;SAM;NA
semand;SLÆ;NA
setteni;HÅN;NA
sevenbom;FLO;NA
sideldort;HÅN;NA
siden;HÅN;NA
sigte;SØF;NA
sikkerhed;"FØL;HAN";NA
sikring;HAN;NA
sil;VER;NA
simle;GAS;USIKKER
simpelhed;HAN;NA
sind;"FØL;KOG";NA
sindal;HÅN;NA
sindighed;KOG;NA
singel;VER;NA
singrøn;FLO;NA
sinkadusen;FØL;NA
sinke;KVA;NA
sir;BEK;NA
sirat;BEK;NA
siring;BEK;NA
sise;FAU;NA
sisebod;SAM;USIKKER
sisik;FAU;NA
sjughed;KRO;NA
sjunk;VER;NA
sjæl;"KRO;FØL;KOG";NA
sjælebad;REL;NA
sjæledag;REL;NA
sjælegave;REL;NA
skab;FAU;NA
skab;HUS;NA
skabelon;"KOG;HÅN";NA
skaffer;SAM;NA
skaffom;FLO;NA
skak;HUS;NA
skaktavl;HUS;NA
skalk;SAM;NA
skalkefund;HAN;NA
skalkhed;HAN;NA
skalmeje;MUS;NA
skamfæring;HAN;NA
skammel;"HUS;HÅN";NA
skamper;SAM;NA
skand;FØL;NA
skandsten;JUR;NA
skanse;"MIL;SØF";NA
skanse;HAN;NA
skar;BEK;USIKKER
skarlagen;"BEK;HÅN";NA
skarpe;"HÅN;HAN";NA
skarperigter;JUR;NA
skarpmese;MIL;NA
skartek;SAM;NA
skarvagt;MIL;NA
skavank;KRO;NA
skede;SAM;NA
skedning;HAN;NA
skedsherre;JUR;NA
skedsmand;JUR;NA
skemp;FØL;NA
skene;HÅN;NA
skenkel;KRO;NA
skerpentine;MIL;NA
skever;VER;NA
skeversten;VER;NA
skibsrustning;SØF;NA
skidt;"KRO;FØL";NA
skifer;VER;NA
skik;"KOG;FØL";NA
skikking;SAM;NA
skildpadde;FAU;NA
skildvagt;MIL;NA
skilling;BES;NA
skilt;"MIL;SAM";NA
skimling;FAU;NA
skimmel;FAU;NA
skimring;TID;NA
skinderi;HAN;NA
skink;GAS;NA
skinke;GAS;NA
skinne;"KRO;HÅN";NA
skinneben;KRO;USIKKER
skipper;SØF;NA
skippund;KVA;NA
skirrit;FLO;NA
skive;"GAS;HÅN;SØF;HUS";NA
skjud;MIL;USIKKER
skobod;HÅN;NA
skokketal;KVA;NA
skolapper;HÅN;NA
skole;SAM;NA
skomager;HÅN;NA
skonrog;"GAS;SØF";NA
skorsten;HÅN;NA
skot;BES;NA
skovl;HÅN;NA
skovr;HUS;NA
skrabe;"KRO;HÅN";USIKKER
skramme;"KRO;BEK";NA
skrange;SAM;NA
skrank;HUS;USIKKER
skrankværk;HUS;NA
skrave;"HUS;HÅN";NA
skridt;"KRO;BEV";NA
skrift;"HAN;SPR;SAM";NA
skrin;HUS;NA
skrinmagere;HÅN;NA
skrivén;SØF;NA
skrivereskole;SAM;NA
skrivetyg;HUS;NA
skrodvægt;HÅN;NA
skrolle;KRO;NA
skrot;"HÅN;MIL";NA
skrue;HÅN;NA
skrump;KRO;NA
skrædder;HÅN;NA
skræv;HÅN;NA
skrå;"HÅN;MIL";NA
skubkarre;BEV;NA
skude;SØF;USIKKER
skuestage;SØF;NA
skuffe;HUS;NA
skuffe;HÅN;NA
skuffel;"HUS;FAU";NA
skulde;FAU;NA
skulder;KRO;NA
skultus;SAM;NA
skumring;"TID;HÅN";NA
skur;HUS;USIKKER
skurramme;HÅN;NA
skuttel;HUS;NA
sky;FØL;NA
skylding;JUR;NA
skyldner;BES;NA
skyr;BEK;NA
skyt;SAM;NA
skyt;MIL;NA
skytfærd;MIL;NA
skyts;MIL;NA
skytte;MIL;NA
skyttevold;MIL;NA
skæft;SAM;NA
skæker;JUR;NA
skældensord;SPR;NA
skælding;SPR;NA
skældsbrev;SAM;NA
skældsord;SPR;NA
skælm;SAM;NA
skælmer;SAM;NA
skænder;SAM;NA
skænk;SAM;NA
skænk;"HAN;HUS";NA
skænkeskive;HUS;NA
skæpperi;FAU;NA
skærbrækker;MIL;NA
skærbækken;BEK;NA
skærdug;HUS;NA
skærm;MIL;NA
skærmbræt;HUS;NA
skærmere;MIL;NA
skærmeslag;MIL;NA
skærmydsel;"MIL;HAN";NA
skærv;"BES;HAN";NA
skæve;HÅN;NA
skæver;KRO;NA
skøge;SAM;NA
skørbug;KRO;NA
skøre;"HÅN;SØF";NA
skørt;BEK;NA
skørtedug;BEK;NA
slagbro;SAM;NA
slagt;MIL;NA
slagt;HAN;NA
slagtemåned;TID;USIKKER
slagter;HÅN;NA
slagtning;HAN;NA
slange;FAU;NA
slat;"GAS;KVA";NA
slatte;HUS;NA
slemhed;FØL;NA
slemmere;SAM;USIKKER
slev;HUS;NA
sli;FAU;NA
slib;"HAN;HÅN";USIKKER
slink;HÅN;NA
slopsæk;SAM;NA
slot;"MIL;SAM";NA
slotsherre;SAM;NA
slotslov;JUR;NA
slu;"VER;HÅN";USIKKER
sluffe;BEV;NA
slugop;SAM;NA
slump;"HAN;KVA";NA
sluse;SAM;NA
slut;"HAN;TID";NA
slutter;JUR;NA
slyde;"MIL;HÅN";USIKKER
slyngel;SAM;NA
slæb;"HAN;SØF;BEK";NA
slæde;BEV;USIKKER
slægt;"SLÆ;KRO";NA
slør;BEK;NA
smag;"GAS;SAN";NA
smak;FLO;NA
smide;BEK;USIKKER
smide;SØF;NA
smigere;SAM;NA
smigeri;"HAN;SPR";NA
smitte;"KRO;BEK";NA
smolt;GAS;NA
smæ;SPR;NA
smælighed;SPR;NA
smærte;"FØL;KRO;SAN";NA
smøg;VER;NA
småhed;"KVA;FØL";NA
snak;SPR;NA
snaphane;MIL;NA
snare;"HÅN;MIL";NA
snarkere;SAM;NA
snaskeri;GAS;NA
snedker;HÅN;NA
snegl;FAU;NA
snekke;SØF;NA
sneppe;FAU;NA
snor;HÅN;NA
snorker;SAM;NA
snot;KRO;NA
snu;"HAN;KVA;KOG";NA
snude;FAU;NA
snue;KRO;NA
snæbel;FAU;USIKKER
sobel;FAU;NA
sobøder;FAU;NA
sold;BES;NA
soldat;MIL;USIKKER
solding;BES;NA
soldner;MIL;NA
sole;GAS;NA
solvirrel;VER;NA
som;KVA;NA
sone;"SAM;JUR";NA
sopken;"HAN;GAS";USIKKER
sotidsel;FLO;NA
spage;"SØF;GAS";NA
span;BEK;NA
spand;HUS;NA
spand;"FAU;HAN";USIKKER
spandemager;HÅN;NA
spandrem;HÅN;NA
spanskgrønt;"HÅN;FLO";NA
sparkalk;HÅN;NA
sparlagen;HUS;NA
spat;FAU;NA
spe;"HAN;FØL";NA
speceri;GAS;NA
sped;KVA;NA
spefugl;SAM;NA
spejder;MIL;NA
spejl;HUS;NA
spelt;FLO;NA
spelt;FAU;NA
spene;"KRO;FAU";USIKKER
spid;"GAS;HÅN;MIL";NA
spids;RUM;NA
spids;MIL;NA
spidseri;GAS;NA
spiger;HÅN;NA
spil;"BEV;HAN;SAM";NA
spil;"HÅN;SØF";NA
spilfægtning;HAN;NA
spilhus;SAM;NA
spiller;"SAM;MUS";NA
spilleside;SAM;NA
spilling;FLO;NA
spinkel;VER;NA
spise;GAS;NA
splid;SAM;NA
split;"RUM;VER";NA
spog;"REL;SAM";NA
spolorm;FAU;NA
spord;GAS;NA
sprekker;SAM;NA
springhorn;FLO;NA
springkorn;FLO;NA
sprinkel;HÅN;USIKKER
sprinkel;KRO;NA
sprinkler;KRO;NA
sprog;SPR;NA
sprok;FLO;NA
sprot;GAS;NA
sprung;"HAN;HÅN";NA
sprutning;FLO;NA
sprutte;"HUS;FAU;GAS";NA
spryd;SØF;NA
spryd;SØF;NA
spund;"HÅN;GAS";NA
spæk;"FAU;HÅN";NA
spækhøker;SAM;NA
spær;MIL;NA
spær;HÅN;NA
spærhage;HÅN;NA
spærvogn;BEV;NA
spøgeri;HAN;NA
spøl;"HUS;GAS";NA
stakit;"MIL;HUS";NA
stal;FAU;NA
stalbroder;SLÆ;NA
stalding;HAN;NA
staldmester;HUS;NA
staler;SAM;NA
stalmester;SAM;NA
stamme;FLO;NA
stammet;BEK;NA
stampe;HÅN;NA
stampe;"HAN;FØL";NA
stands;HAN;NA
stangkrejer;SØF;NA
stank;SAN;NA
stat;SAM;NA
statholder;SAM;NA
stavn;"JUR;VER";USIKKER
steg;SAM;NA
steg;HÅN;USIKKER
stekemes;MIL;NA
stel;HÅN;NA
stelle;HÅN;NA
stemme;SPR;NA
stemp;HÅN;NA
stempel;HÅN;NA
stenbider;FAU;USIKKER
stenbræk;FLO;NA
stenbuk;FAU;USIKKER
stenbøsse;MIL;NA
stenhus;HUS;NA
stenlim;HÅN;NA
stensluffe;BEV;NA
sterredros;KRO;NA
stever;FAU;NA
stift;HÅN;NA
stift;REL;NA
stig;KVA;USIKKER
stigt;"JUR;REL";NA
stihage;HÅN;NA
stik;HAN;NA
stikketøg;MIL;NA
stikpenge;BES;NA
stikpille;KRO;NA
stillids;FAU;NA
stillighed;VER;NA
stilling;HAN;NA
stilling;HAN;NA
stim;"HAN;KVA";USIKKER
stint;FAU;USIKKER
stivelse;"GAS;SAN";NA
stjerneskud;VER;NA
stob;"HUS;KVA";NA
stokhus;JUR;USIKKER
stokkeknægt;JUR;USIKKER
stokmester;JUR;USIKKER
stolpe;HÅN;NA
stolthed;FØL;NA
stormhage;MIL;NA
straf;JUR;NA
stratenrøver;SAM;NA
stregmål;HÅN;NA
stretsko;BEK;NA
stribe;"VER;RUM";NA
strikke;HÅN;NA
strikmur;MIL;NA
strikværn;MIL;NA
strime;"VER;KRO";USIKKER
strimmel;"KRO;BEK;HÅN";NA
strip;HUS;NA
strippe;BEK;NA
struds;FAU;NA
strudse;SØF;NA
strukrøver;SAM;NA
strunk;FLO;NA
strunt;"HAN;FAU";NA
stræde;"SAM;SØF";NA
strækkeben;REL;NA
strømling;FAU;NA
strømpe;BEK;NA
stråle;"VER;RUM";NA
stukke;BEK;NA
stump;FLO;NA
stundeglas;HUS;NA
stylp;HUS;NA
stymper;SAM;NA
styr;BES;NA
styr;"SAM;HAN;SØF";NA
styrring;KOG;NA
styrte;BEV;NA
styrvolt;SAM;NA
styver;BES;NA
stæmpe;HÅN;NA
stær;KRO;NA
støder;BES;NA
støder;FAU;NA
støjt;BEV;NA
støtte;"HÅN;BES";NA
støv;"VER;FLO";NA
støveken;KVA;NA
støvle;BEK;NA
støvmel;GAS;NA
støvning;HAN;NA
suben;GAS;NA
suben;BEK;NA
sudler;"MIL;SAM";NA
sukker;GAS;NA
sump;VER;NA
sund;KRO;NA
sundhed;KRO;NA
suppe;GAS;NA
suput;SLÆ;NA
suring;FAU;NA
surseende;"HAN;FØL";NA
sus;"VER;BEV";USIKKER
svalm;"VER;KVA";USIKKER
svans;"BEK;FAU";NA
svaring;VER;NA
svenk;HAN;NA
svibbue;HÅN;NA
svibel;FLO;USIKKER
svigerske;SLÆ;NA
svimelse;KRO;USIKKER
svimeslag;HAN;NA
svindighed;KOG;NA
svoger;SLÆ;NA
svovl;VER;NA
svulst;KRO;NA
svælg;KRO;USIKKER
svær;KRO;NA
sværdfeger;HÅN;NA
sværke;VER;NA
sværte;HÅN;NA
syden;VER;NA
syl;HÅN;USIKKER
syldøkse;HÅN;USIKKER
sylle;HÅN;NA
sylt;VER;NA
sylte;GAS;NA
synav;FLO;NA
synest;FØL;USIKKER
sæbe;BEK;NA
sæde;"HUS;SAM";USIKKER
sækkedragere;SAM;NA
sækkertal;KVA;NA
sælhund;FAU;NA
sætning;SAM;NA
sættenagle;HÅN;NA
søgere;HÅN;NA
sølverglød;HÅN;NA
sømmere;FAU;NA
søpig;"BEK;SØF";NA
søsling;BES;NA
søsterskap;"SLÆ;SAM";NA
søværts;SØF;NA
sål;"KRO;HÅN";NA
tabelet;HUS;NA
tabin;BEK;NA
tablatur;SAM;NA
taffel;GAS;NA
taffelsmide;HUS;NA
taft;HÅN;NA
tagl;HÅN;NA
tak;RUM;NA
takkel;SØF;NA
talg;GAS;NA
tallerken;HUS;NA
tange;HÅN;USIKKER
tanke;KOG;USIKKER
tankebog;HUS;NA
tankebrev;HUS;NA
tant;"HUS;HAN;SPR;FØL";NA
tapet;HUS;NA
tappegæld;BES;NA
tarse;MIL;USIKKER
tarter;VER;NA
taske;BEK;NA
taskemager;HÅN;NA
tavl;FAU;NA
teglslagere;HÅN;NA
teglsten;HÅN;NA
telbøsse;MIL;NA
telhage;MIL;NA
telt;SAM;NA
tempel;REL;USIKKER
tenværk;HÅN;NA
terighed;FØL;NA
terne;HUS;NA
terning;HUS;NA
test;HÅN;USIKKER
tiding;SPR;NA
tidkorting;HAN;NA
tidsfordriv;HAN;NA
tilbehør;HUS;USIKKER
tilbringere;SAM;NA
tims;BES;NA
tine;HUS;NA
tip;RUM;NA
tirumtej;BEK;NA
tobis;FAU;NA
tog;JUR;NA
tog;BEV;NA
togbrigge;SAM;NA
togsmand;JUR;NA
tolast;GAS;NA
told;SØF;NA
told;HÅN;NA
tolder;BES;NA
tolk;SPR;NA
tolv;VER;NA
tom;KVA;NA
tornej;MIL;USIKKER
toslagere;HÅN;NA
tost;GAS;NA
tov;HÅN;NA
tove;HUS;NA
tragt;HUS;NA
tral;HÅN;NA
tran;GAS;NA
trappe;HUS;NA
trappedrager;SAM;NA
trav;BEV;NA
tremet;KVA;NA
tremme;HÅN;NA
trent;"RUM;TID";NA
tribalt;BEK;NA
trille;RUM;USIKKER
trilling;BES;USIKKER
trindel;VER;NA
trip;BEK;NA
trisse;"HÅN;SØF";NA
trods;FØL;NA
trometere;MUS;NA
tromme;MUS;NA
trompe;MUS;NA
trompere;MUS;NA
trompet;MUS;NA
trop;SAM;NA
tros;"HUS;MIL";NA
trosse;SØF;NA
trumpeslagere;MUS;NA
trygler;SAM;USIKKER
træk;SAM;NA
træring;SAM;NA
trøje;BEK;NA
trøje;KVA;NA
trøjedus;SAM;NA
trøler;SAM;NA
tub;HÅN;NA
tud;"KRO;HUS";NA
tudehorn;"SAM;SØF";NA
tugt;"HAN;FØL";NA
tugtemester;"SAM;SØF";NA
tugtighed;FØL;NA
tumler;"SAM;HÅN";NA
tumpe;SAM;NA
tun;HUS;NA
turbit;FLO;NA
turkeland;VER;NA
turkis;VER;NA
turteldue;FAU;NA
tusindkunstner;SAM;NA
tusk;BES;NA
tuskeri;HAN;NA
tvebak;GAS;NA
tvedragt;HAN;NA
tvedragtighed;HAN;NA
tvefoldighed;VER;NA
tvege;"FLO;HÅN";NA
tvist;"HAN;JUR";NA
tvivl;KOG;NA
tvivlagtighed;KOG;NA
tvivlmod;FØL;NA
tykke;FØL;NA
tyran;SAM;NA
tyrk;"VER;REL";NA
tyveri;HAN;USIKKER
tæge;FAU;NA
tæppe;HUS;NA
tærer;SAM;NA
tærling;BES;NA
tæve;FAU;NA
tøddel;"SAM;KVA";NA
tøffel;BEK;NA
tøj;"HÅN;MIL;HUS;BEK";NA
tønde;"HÅN;KVA";USIKKER
tørk;HUS;NA
tårn;SAM;NA
uadel;SAM;NA
uart;HÅN;NA
ubeskedenhed;FØL;NA
udflugt;BEV;NA
udkejsning;HAN;NA
udligger;"HÅN;SAM";NA
udstyrtning;HAN;NA
udtog;"HAN;BEV";NA
udvagt;MIL;NA
udvisning;"HAN;JUR";USIKKER
uflid;HAN;NA
ufornuft;KOG;NA
uføje;HAN;NA
ugelspegel;SAM;NA
uhyre;"SAM;FØL";NA
uhørsomme;HAN;NA
ukrudt;FLO;NA
uledighed;HAN;NA
ulempe;"JUR;HAN";NA
ulykke;"FØL;HAN;REL";NA
ulyst;FØL;NA
umage;HAN;NA
underhold;HAN;USIKKER
underholdning;HAN;USIKKER
underhus;HUS;USIKKER
underpant;BES;NA
undersked;KOG;NA
underskedning;KOG;NA
underslag;"BEV;HAN;HÅN";NA
undersåt;SAM;NA
underværk;REL;NA
undgeld;BES;NA
unseguld;HÅN;NA
unåde;FØL;USIKKER
upligt;"HAN;JUR";NA
ur;"HÅN;TID";NA
urettighed;KOG;NA
urhane;FAU;NA
usindighed;KOG;NA
ustorm;VER;NA
utugt;"FØL;JUR";NA
utøj;FAU;USIKKER
uvidskab;KOG;NA
uægte;SLÆ;NA
vagt;"HAN;TID;MIL;SØF";NA
vagtel;FAU;NA
vagtpenge;BES;NA
vajd;FLO;NA
vakandelbær;FLO;NA
val;SØF;NA
valkemølle;HÅN;USIKKER
valning;BEV;NA
vams;BEK;NA
vandel;"BES;HAN";NA
vandsnider;SAM;NA
vange;HÅN;NA
vanmagt;FØL;NA
vant;SØF;NA
vantmager;HÅN;NA
varde;"SAM;MIL";USIKKER
vardemand;MIL;NA
vare;"GAS;BES";NA
varetårn;MIL;NA
varp;"HAN;SØF;HÅN;VER";USIKKER
vartavl;HAN;NA
vartegn;"SAM;REL";USIKKER
vaterkarse;FLO;NA
vaterspil;SØF;NA
vedage;TID;NA
vede;FLO;NA
vederdøber;REL;NA
vederpart;"SAM;JUR;MIL;SPR";NA
vederspil;KOG;NA
vederspændighed;KOG;USIKKER
vedervordighed;FØL;NA
vejbred;FLO;NA
vejdemets;HUS;NA
vejdeværk;FAU;NA
veksel;"HAN;BES;VER";NA
veksler;SAM;NA
velbefald;FØL;NA
velfart;"FØL;BES;GAS;KOG";NA
velgefald;FØL;NA
velstand;BES;NA
vemodighed;FØL;NA
venen;KRO;NA
venneke;BEK;NA
vermut;"FLO;GAS";NA
vestfaler;"VER;GAS";NA
vibelle;SAM;NA
vid;KOG;USIKKER
vidde;"RUM;VER";USIKKER
videnskab;KOG;NA
vidtløftighed;"RUM;KVA";NA
viebiskop;REL;NA
viebisp;REL;NA
viekost;REL;NA
vikke;FLO;NA
vildbrad;"MIL;GAS";NA
vilde;KVA;NA
vildt;"FAU;MIL";NA
vildtbane;SAM;NA
vildtværk;"FAU;HÅN";NA
vilkår;"FØL;JUR";NA
vimmel;HÅN;NA
vinde;HÅN;USIKKER
vindearmbrøst;MIL;NA
vindeldug;BEK;NA
vindelsnor;BEK;NA
vindelsten;HUS;NA
vindetakkel;HÅN;NA
vindrue;FLO;NA
vindvåge;VER;NA
vinforlader;HÅN;NA
vinkel;RUM;NA
vinrude;FLO;NA
vippe;HÅN;NA
virak;FLO;NA
virk;FLO;USIKKER
vis;"HAN;FØL";USIKKER
vise;FAU;USIKKER
vished;"KOG;JUR";NA
visning;JUR;NA
vitterlighed;"KOG;JUR";NA
vitve;SLÆ;NA
vognskud;HÅN;NA
vol;KVA;USIKKER
vold;"MIL;VER";NA
volverlej;FLO;NA
vove;HAN;NA
vovehals;SAM;NA
vrag;"HAN;FØL";NA
vrille;RUM;NA
vunde;KRO;USIKKER
vundenkrud;KRO;NA
vunder;REL;NA
vurst;SØF;NA
væbner;MIL;NA
væddemestere;JUR;NA
væge;HÅN;NA
vægt;"KVA;BES";NA
vægter;"MIL;SAM";NA
vældener;JUR;NA
vælling;GAS;USIKKER
værde;"FØL;HAN";NA
være;BES;NA
værft;"VER;SØF";USIKKER
værk;HÅN;NA
værker;HÅN;NA
vært;"HUS;SAM";NA
værtinde;"HUS;SAM";NA
værtskab;"HUS;SAM";NA
væsen;"KOG;VER;HAN";NA
væsende;SAM;NA
væske;HUS;NA
våbentøg;MIL;NA
våge;"VER;SØF";NA
våner;HUS;NA
våning;HUS;NA
våningshus;SAM;NA
weichsel;FLO;NA
ædelhed;FØL;NA
ædelmand;SAM;NA
ædelsten;VER;USIKKER
ædling;"SAM;FØL";USIKKER
æggetøj;HÅN;USIKKER
ægte;SLÆ;NA
ægtemand;SLÆ;NA
ægteskab;"SLÆ;JUR;REL";NA
ægteviv;SLÆ;NA
ærbarhed;FØL;NA
ære;"FØL;SAM";NA
æreklæder;BEK;NA
ærlighed;"FØL;HAN";NA
æsel;FAU;NA
øjeblik;"KRO;HAN;SAN;TID";NA
øjeled;KRO;NA
øjenskalk;REL;NA
øjneflod;KRO;NA
ørefigen;HAN;NA
ørs;"FAU;MIL";NA
øse;HÅN;NA
øsken;HÅN;NA
åbenbaring;"HAN;REL";USIKKER
årsag;HAN;NA
ås;FAU;NA
